OGOrthogroup	GNM1107	GNM1232	GNM1382	GNM1383	GNM1670	GNM1683	GNM225	GNM3434	GNM356	GNM358	GNM3890	GNM425	GNM4440	GNM50571	GNM565	GNM694	GNM742	GNM746	GNM747
OG0000317	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
OG0000318	1	3	3	1	1	1	1	3	1	1	1	2	1	3	1	4	2	1	1
OG0000319	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	2	2
OG0000320	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000321	2	0	1	1	0	0	2	1	0	0	0	2	0	1	1	1	2	1	1
OG0000322	1	1	1	1	1	0	0	0	0	0	0	2	0	0	1	3	2	1	0
OG0000323	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	2	2	1	1
OG0000324	2	1	2	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1
OG0000325	0	0	1	1	1	1	0	2	2	1	2	0	2	2	0	1	0	1	1
OG0000326	1	0	1	2	1	1	0	1	1	1	1	0	1	1	0	0	0	2	1
OG0000327	0	1	1	1	0	0	0	0	0	0	0	2	0	0	1	2	2	1	1
OG0000328	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1
OG0000329	1	1	2	2	1	1	1	1	0	1	2	1	0	1	1	2	0	1	1
OG0000330	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	3	1	1	1
OG0000331	1	0	1	1	1	1	1	1	2	1	2	0	2	1	1	2	1	1	2
OG0000332	1	1	1	1	2	2	2	2	1	2	2	1	1	2	2	1	1	2	1
OG0000333	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1
OG0000334	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OG0000335	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000336	0	2	1	0	0	1	0	0	0	0	0	1	0	0	1	3	0	0	0
OG0000337	1	1	4	2	0	0	1	0	0	0	0	1	0	1	2	1	1	1	2
OG0000338	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
OG0000339	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
OG0000340	1	1	2	2	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1
OG0000341	0	2	1	1	0	0	2	0	0	0	0	2	0	0	1	2	1	1	1
OG0000342	0	1	1	0	0	0	2	0	0	0	0	4	0	0	1	1	0	0	0
OG0000343	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
OG0000344	2	1	2	0	1	1	2	1	1	1	1	1	1	1	4	1	0	0	0
OG0000345	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
OG0000346	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1
OG0000347	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	2
OG0000348	1	2	2	2	2	2	1	2	1	2	2	2	1	2	2	1	2	1	2
OG0000349	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1
OG0000350	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
OG0000351	1	1	1	3	1	1	1	2	2	1	1	1	2	2	2	1	1	2	2
OG0000352	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1
OG0000353	1	0	2	2	0	0	2	0	0	1	0	0	0	1	2	2	2	3	1
OG0000354	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3
OG0000355	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
OG0000356	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
OG0000357	1	1	1	3	0	0	1	0	0	0	0	1	0	0	1	1	1	2	2
OG0000358	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000359	1	1	1	1	2	3	1	3	1	1	0	0	0	1	1	1	1	1	1
OG0000360	1	0	1	1	0	0	1	0	0	0	0	3	0	0	2	1	2	2	3
OG0000361	1	1	1	1	2	2	1	2	2	2	2	1	2	2	1	2	1	1	1
OG0000362	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2
OG0000363	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000364	1	1	1	1	0	0	0	0	0	0	0	1	0	0	3	2	1	2	2
OG0000366	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000367	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
OG0000368	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1
OG0000369	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
OG0000370	1	1	3	3	1	1	1	1	2	1	1	1	1	1	1	1	1	2	3
OG0000371	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2
OG0000372	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0000373	1	1	1	1	0	2	2	0	0	0	0	0	1	0	1	0	0	1	1
OG0000374	2	0	1	2	0	0	1	1	1	1	1	1	1	0	2	1	1	2	2
OG0000375	4	1	1	2	0	0	3	0	0	0	0	2	0	0	2	1	2	0	5
OG0000376	0	4	1	0	0	0	0	2	0	0	0	1	0	2	0	4	0	0	1
OG0000377	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000378	1	2	1	3	1	1	1	1	1	1	1	0	1	1	1	1	1	2	1
OG0000379	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
OG0000380	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1
OG0000381	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1
OG0000382	1	0	1	1	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1
OG0000383	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
OG0000384	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000385	1	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	2	0
OG0000386	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000387	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1
OG0000388	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000389	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1
OG0000390	2	0	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1
OG0000391	3	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0
OG0000392	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2
OG0000393	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000394	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4
OG0000395	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000396	1	1	2	1	2	2	1	2	2	2	2	2	2	2	1	0	2	1	1
OG0000397	2	1	1	3	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
OG0000398	2	1	1	2	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1
OG0000399	0	1	3	0	0	0	0	0	0	0	0	4	0	0	2	2	0	0	1
OG0000400	1	4	0	0	1	1	1	0	1	0	0	2	1	2	1	1	1	3	0
OG0000401	2	1	1	1	2	0	1	1	0	0	0	2	0	1	2	1	1	1	1
OG0000402	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	2	1	1	1
OG0000403	3	0	2	1	0	0	1	0	0	0	0	1	0	0	4	2	1	5	7
OG0000404	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1
OG0000405	2	2	2	1	0	0	1	0	1	0	0	1	1	0	2	1	1	2	3
OG0000406	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000407	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000408	0	1	1	0	2	1	2	1	5	1	5	1	5	1	4	0	1	1	3
OG0000409	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000410	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	3	1
OG0000411	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	2	2
OG0000412	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000413	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
OG0000414	1	2	1	1	1	1	2	1	0	1	0	1	0	1	1	1	2	1	2
OG0000415	1	2	1	0	1	1	2	1	0	1	0	1	0	1	2	1	1	1	1
OG0000416	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000417	1	2	1	1	1	1	1	1	0	1	0	1	0	1	2	1	2	1	2
OG0000418	1	0	1	1	0	0	1	0	0	0	0	3	0	0	1	3	1	2	1
OG0000419	1	1	2	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1
OG0000420	2	1	1	1	1	1	1	1	0	1	1	3	1	1	1	2	2	2	2
OG0000421	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	1	0	1	1
OG0000422	1	2	1	1	1	1	1	1	1	1	1	0	1	1	2	3	1	1	1
OG0000423	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000424	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000425	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000426	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000427	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000428	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000429	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3	1
OG0000430	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1
OG0000431	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1
OG0000432	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000433	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000434	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1
OG0000435	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
OG0000436	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1
OG0000437	0	2	0	2	1	1	0	0	0	0	0	2	0	0	0	3	1	2	3
OG0000438	0	1	2	2	0	0	1	0	0	0	0	2	0	0	0	1	1	2	1
OG0000439	1	1	2	0	0	0	0	0	0	0	0	1	0	0	0	3	0	5	1
OG0000440	1	0	2	1	1	1	0	1	1	1	1	1	1	1	1	2	0	1	2
OG0000441	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000442	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000443	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000444	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2
OG0000445	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0000446	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
OG0000447	2	1	1	2	1	1	1	2	2	1	1	2	2	2	2	2	3	2	2
OG0000448	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
OG0000449	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000450	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0000451	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1
OG0000452	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000453	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000454	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
OG0000455	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000456	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1
OG0000457	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000458	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000459	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1
OG0000460	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
OG0000461	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000462	0	1	0	2	0	1	0	0	1	0	0	0	1	0	1	1	1	2	2
OG0000463	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000464	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2
OG0000465	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000466	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000467	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
OG0000468	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
OG0000469	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1
OG0000470	1	1	1	2	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1
OG0000471	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	3
OG0000472	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000473	0	4	1	0	1	2	1	0	0	1	1	0	1	1	0	1	0	0	1
OG0000474	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0000475	3	1	0	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2
OG0000476	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000477	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
OG0000478	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
OG0000479	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000480	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000481	0	1	1	1	0	0	0	0	0	0	0	3	0	0	1	1	1	2	3
OG0000482	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1
OG0000483	1	2	1	1	2	2	1	2	1	2	1	1	1	2	1	1	1	1	1
OG0000484	0	1	1	1	0	0	1	0	0	0	0	1	0	0	2	1	1	1	1
OG0000485	1	2	1	1	2	1	1	1	1	1	0	1	1	1	1	1	1	1	2
OG0000486	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1
OG0000487	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000488	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1
OG0000489	0	1	1	2	1	1	0	1	3	1	3	1	3	1	1	1	1	1	2
OG0000490	2	0	2	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	5
OG0000491	0	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000492	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0000493	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000494	1	0	2	1	1	1	1	2	0	1	0	1	0	1	1	1	1	1	2
OG0000495	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
OG0000496	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
OG0000497	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000498	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000499	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000501	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
OG0000502	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000503	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000504	1	1	1	1	1	2	0	1	0	1	1	2	0	1	3	3	3	3	3
OG0000505	2	0	0	0	0	0	1	0	0	0	0	2	0	0	1	2	1	2	1
OG0000506	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000507	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
OG0000508	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	3
OG0000509	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
OG0000510	1	1	1	1	1	1	1	1	1	1	1	1	2	1	4	1	1	1	2
OG0000511	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0
OG0000512	0	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1
OG0000513	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0000514	1	3	0	1	0	0	2	0	0	0	0	1	0	0	3	1	1	1	1
OG0000515	1	2	1	1	1	0	2	0	0	0	0	1	0	0	2	1	1	1	1
OG0000516	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000517	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3
OG0000518	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000519	0	1	1	1	1	0	1	1	0	0	0	1	0	1	2	1	1	1	1
OG0000520	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000521	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000522	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000523	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000524	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000525	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
OG0000526	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1
OG0000527	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000528	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
OG0000529	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000530	1	3	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2
OG0000531	1	1	1	0	1	2	1	2	1	2	1	1	1	2	0	1	1	0	1
OG0000532	1	1	1	1	2	2	1	2	2	2	1	1	1	2	1	1	1	1	1
OG0000533	1	1	1	2	0	0	1	0	0	0	0	2	0	0	1	1	2	1	1
OG0000534	0	1	2	2	1	1	2	1	1	1	1	1	1	1	3	1	1	1	2
OG0000535	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000536	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1
OG0000537	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000538	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000539	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000540	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000541	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1
OG0000542	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000543	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
OG0000544	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000545	1	1	1	2	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
OG0000546	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
OG0000547	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000548	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
OG0000549	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000550	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
OG0000551	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000552	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
OG0000554	1	1	1	1	1	1	2	1	0	1	2	0	0	1	1	1	1	1	1
OG0000555	3	1	0	0	0	0	0	0	0	0	0	1	0	0	1	3	1	2	1
OG0000556	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000557	1	2	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1
OG0000558	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000559	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
OG0000560	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000561	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000562	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000563	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000564	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000565	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000566	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000567	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000568	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000569	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000570	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000571	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000572	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1
OG0000573	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000574	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
OG0000575	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000576	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000577	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000578	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
OG0000579	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
OG0000580	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	0
OG0000581	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0000582	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
OG0000583	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000584	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000585	1	0	0	0	1	1	0	1	2	1	0	0	2	1	0	1	1	3	1
OG0000586	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1
OG0000587	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
OG0000588	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
OG0000589	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1
OG0000590	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000591	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000592	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000593	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000594	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000595	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000596	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
OG0000597	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0000598	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2
OG0000599	0	1	2	2	0	0	0	0	0	0	0	0	0	0	1	0	1	4	1
OG0000600	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000601	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000602	1	1	0	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1
OG0000603	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000604	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2
OG0000605	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000606	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000607	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000608	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000609	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000610	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000611	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000612	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
OG0000613	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000614	1	0	2	1	1	0	2	0	0	0	1	1	1	1	1	2	1	1	0
OG0000615	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	2
OG0000616	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000617	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000618	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000619	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000620	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000621	0	1	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
OG0000622	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000623	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000624	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000625	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000626	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1
OG0000627	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1
OG0000628	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000629	3	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
OG0000630	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000631	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000632	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
