child	parent	OG	type	number
GNM425	node32	OG0000691	nochange	1	1
GNM425	node32	OG0000692	nochange	1	1
GNM425	node32	OG0000693	nochange	1	1
GNM425	node32	OG0000694	nochange	1	1
GNM425	node32	OG0000695	nochange	1	1
GNM425	node32	OG0000696	nochange	1	1
GNM425	node32	OG0000697	nochange	1	1
GNM425	node32	OG0000698	nochange	1	1
GNM425	node32	OG0000699	nochange	1	1
GNM425	node32	OG0000700	nochange	1	1
GNM425	node32	OG0000701	nochange	1	1
GNM425	node32	OG0000702	nochange	1	1
GNM425	node32	OG0000703	nochange	1	1
GNM425	node32	OG0000704	nochange	1	1
GNM425	node32	OG0000705	nochange	1	1
GNM425	node32	OG0000706	nochange	1	1
GNM425	node32	OG0000707	nochange	1	1
GNM425	node32	OG0000708	nochange	1	1
GNM425	node32	OG0000709	nochange	1	1
GNM425	node32	OG0000710	nochange	1	1
GNM425	node32	OG0000711	nochange	1	1
GNM425	node32	OG0000712	nochange	1	1
GNM425	node32	OG0000713	nochange	1	1
GNM425	node32	OG0000714	nochange	1	1
GNM425	node32	OG0000715	nochange	1	1
GNM425	node32	OG0000716	nochange	1	1
GNM425	node32	OG0000717	nochange	1	1
GNM425	node32	OG0000718	nochange	1	1
GNM425	node32	OG0000719	nochange	1	1
GNM425	node32	OG0000720	nochange	1	1
GNM425	node32	OG0000721	nochange	1	1
GNM425	node32	OG0000722	nochange	1	1
GNM425	node32	OG0000723	nochange	1	1
GNM425	node32	OG0000724	nochange	1	1
GNM425	node32	OG0000725	nochange	1	1
GNM425	node32	OG0000726	nochange	1	1
GNM425	node32	OG0000727	nochange	1	1
GNM425	node32	OG0000728	nochange	1	1
GNM425	node32	OG0000729	nochange	1	1
GNM425	node32	OG0000730	nochange	1	1
GNM425	node32	OG0000731	nochange	1	1
GNM425	node32	OG0000732	nochange	1	1
GNM425	node32	OG0000733	nochange	1	1
GNM425	node32	OG0000734	nochange	1	1
GNM425	node32	OG0000735	nochange	1	1
GNM425	node32	OG0000736	nochange	1	1
GNM425	node32	OG0000737	nochange	1	1
GNM425	node32	OG0000738	nochange	1	1
GNM425	node32	OG0000739	nochange	1	1
GNM425	node32	OG0000740	nochange	1	1
GNM425	node32	OG0000741	nochange	1	1
GNM425	node32	OG0000742	nochange	1	1
GNM425	node32	OG0000743	nochange	1	1
GNM425	node32	OG0000744	nochange	1	1
GNM425	node32	OG0000745	nochange	1	1
GNM425	node32	OG0000746	nochange	1	1
GNM425	node32	OG0000747	nochange	1	1
GNM425	node32	OG0000748	nochange	1	1
GNM425	node32	OG0000749	nochange	1	1
GNM425	node32	OG0000750	nochange	1	1
GNM425	node32	OG0000751	nochange	1	1
GNM425	node32	OG0000752	nochange	1	1
GNM425	node32	OG0000753	nochange	1	1
GNM425	node32	OG0000754	nochange	1	1
GNM425	node32	OG0000755	nochange	1	1
GNM425	node32	OG0000756	nochange	1	1
GNM425	node32	OG0000757	nochange	1	1
GNM425	node32	OG0000758	nochange	1	1
GNM425	node32	OG0000759	nochange	1	1
GNM425	node32	OG0000760	nochange	1	1
GNM425	node32	OG0000761	nochange	1	1
GNM425	node32	OG0000762	nochange	1	1
GNM425	node32	OG0000763	nochange	1	1
GNM425	node32	OG0000764	nochange	1	1
GNM425	node32	OG0000765	nochange	1	1
GNM425	node32	OG0000766	plus	2	1
GNM425	node32	OG0000767	nochange	1	1
GNM425	node32	OG0000768	nochange	1	1
GNM425	node32	OG0000769	nochange	1	1
GNM425	node32	OG0000770	nochange	1	1
GNM425	node32	OG0000771	nochange	1	1
GNM425	node32	OG0000772	nochange	1	1
GNM425	node32	OG0000773	nochange	1	1
GNM425	node32	OG0000774	nochange	1	1
GNM425	node32	OG0000775	nochange	1	1
GNM425	node32	OG0000776	nochange	1	1
GNM425	node32	OG0000777	nochange	1	1
GNM425	node32	OG0000778	plus	2	1
GNM425	node32	OG0000779	nochange	1	1
GNM425	node32	OG0000780	nochange	1	1
GNM425	node32	OG0000781	nochange	1	1
GNM425	node32	OG0000782	nochange	1	1
GNM425	node32	OG0000783	nochange	1	1
GNM425	node32	OG0000784	nochange	1	1
GNM425	node32	OG0000785	nochange	1	1
GNM425	node32	OG0000786	nochange	1	1
GNM425	node32	OG0000787	add	2	0
GNM425	node32	OG0000788	nochange	1	1
GNM425	node32	OG0000789	nochange	2	2
GNM425	node32	OG0000791	add	1	0
GNM425	node32	OG0000792	nochange	1	1
GNM425	node32	OG0000793	nochange	1	1
GNM425	node32	OG0000794	nochange	1	1
GNM425	node32	OG0000795	nochange	1	1
GNM425	node32	OG0000796	nochange	1	1
GNM425	node32	OG0000797	nochange	1	1
GNM425	node32	OG0000798	nochange	1	1
GNM425	node32	OG0000799	nochange	1	1
GNM425	node32	OG0000800	nochange	1	1
GNM425	node32	OG0000801	nochange	1	1
GNM425	node32	OG0000802	nochange	1	1
GNM425	node32	OG0000803	nochange	1	1
GNM425	node32	OG0000804	nochange	1	1
GNM425	node32	OG0000805	nochange	1	1
GNM425	node32	OG0000806	nochange	1	1
GNM425	node32	OG0000807	nochange	1	1
GNM425	node32	OG0000808	nochange	1	1
GNM425	node32	OG0000809	nochange	1	1
GNM425	node32	OG0000810	nochange	1	1
GNM425	node32	OG0000811	nochange	1	1
GNM425	node32	OG0000812	nochange	1	1
GNM425	node32	OG0000813	nochange	1	1
GNM425	node32	OG0000814	nochange	1	1
GNM425	node32	OG0000815	nochange	1	1
GNM425	node32	OG0000816	nochange	1	1
GNM425	node32	OG0000817	nochange	1	1
GNM425	node32	OG0000818	nochange	1	1
GNM425	node32	OG0000819	nochange	1	1
GNM425	node32	OG0000820	nochange	1	1
GNM425	node32	OG0000821	nochange	1	1
GNM425	node32	OG0000822	nochange	1	1
GNM425	node32	OG0000823	nochange	1	1
GNM425	node32	OG0000824	nochange	1	1
GNM425	node32	OG0000825	nochange	1	1
GNM425	node32	OG0000826	nochange	1	1
GNM425	node32	OG0000827	nochange	1	1
GNM425	node32	OG0000828	nochange	1	1
GNM425	node32	OG0000829	nochange	1	1
GNM425	node32	OG0000830	nochange	1	1
GNM425	node32	OG0000831	nochange	1	1
GNM425	node32	OG0000832	nochange	1	1
GNM425	node32	OG0000833	nochange	1	1
GNM425	node32	OG0000834	nochange	1	1
GNM425	node32	OG0000835	nochange	1	1
GNM425	node32	OG0000836	nochange	1	1
GNM425	node32	OG0000837	nochange	1	1
GNM425	node32	OG0000838	nochange	1	1
GNM425	node32	OG0000839	nochange	1	1
GNM425	node32	OG0000840	nochange	1	1
GNM425	node32	OG0000841	nochange	1	1
GNM425	node32	OG0000842	nochange	1	1
GNM425	node32	OG0000843	nochange	1	1
GNM425	node32	OG0000844	nochange	1	1
GNM425	node32	OG0000845	nochange	1	1
GNM425	node32	OG0000846	nochange	1	1
GNM425	node32	OG0000847	nochange	1	1
GNM425	node32	OG0000848	nochange	1	1
GNM425	node32	OG0000849	nochange	1	1
GNM425	node32	OG0000850	nochange	1	1
GNM425	node32	OG0000851	nochange	1	1
GNM425	node32	OG0000852	nochange	1	1
GNM425	node32	OG0000853	nochange	1	1
GNM425	node32	OG0000854	nochange	1	1
GNM425	node32	OG0000855	nochange	1	1
GNM425	node32	OG0000856	nochange	1	1
GNM425	node32	OG0000857	nochange	1	1
GNM425	node32	OG0000858	nochange	1	1
GNM425	node32	OG0000859	nochange	1	1
GNM425	node32	OG0000860	nochange	1	1
GNM425	node32	OG0000861	nochange	1	1
GNM425	node32	OG0000862	nochange	1	1
GNM425	node32	OG0000863	nochange	1	1
GNM425	node32	OG0000864	nochange	1	1
GNM425	node32	OG0000865	nochange	1	1
GNM425	node32	OG0000866	nochange	1	1
GNM425	node32	OG0000867	nochange	1	1
GNM425	node32	OG0000868	nochange	1	1
GNM425	node32	OG0000869	nochange	1	1
GNM425	node32	OG0000870	nochange	1	1
GNM425	node32	OG0000871	nochange	1	1
GNM425	node32	OG0000872	nochange	1	1
GNM425	node32	OG0000873	nochange	1	1
GNM425	node32	OG0000874	nochange	1	1
GNM425	node32	OG0000875	nochange	1	1
GNM425	node32	OG0000876	nochange	1	1
GNM425	node32	OG0000877	nochange	1	1
GNM425	node32	OG0000878	nochange	1	1
GNM425	node32	OG0000880	nochange	1	1
GNM425	node32	OG0000881	nochange	1	1
GNM425	node32	OG0000882	nochange	1	1
GNM425	node32	OG0000883	nochange	1	1
GNM425	node32	OG0000884	nochange	1	1
GNM425	node32	OG0000885	nochange	1	1
GNM425	node32	OG0000886	nochange	1	1
GNM425	node32	OG0000887	nochange	1	1
GNM425	node32	OG0000888	nochange	1	1
GNM425	node32	OG0000889	nochange	1	1
GNM425	node32	OG0000890	nochange	1	1
GNM425	node32	OG0000891	nochange	1	1
GNM425	node32	OG0000892	nochange	1	1
GNM425	node32	OG0000893	nochange	1	1
GNM425	node32	OG0000894	nochange	1	1
GNM425	node32	OG0000895	nochange	1	1
GNM425	node32	OG0000896	nochange	1	1
GNM425	node32	OG0000897	nochange	1	1
GNM425	node32	OG0000898	nochange	1	1
GNM425	node32	OG0000899	nochange	1	1
GNM425	node32	OG0000900	nochange	1	1
GNM425	node32	OG0000901	nochange	1	1
GNM425	node32	OG0000902	nochange	1	1
GNM425	node32	OG0000903	nochange	1	1
GNM425	node32	OG0000904	nochange	1	1
GNM425	node32	OG0000905	nochange	1	1
GNM425	node32	OG0000906	nochange	1	1
GNM425	node32	OG0000907	nochange	1	1
GNM425	node32	OG0000908	nochange	1	1
GNM425	node32	OG0000909	nochange	1	1
GNM425	node32	OG0000910	nochange	1	1
GNM425	node32	OG0000911	nochange	1	1
GNM425	node32	OG0000912	nochange	1	1
GNM425	node32	OG0000913	nochange	1	1
GNM425	node32	OG0000914	nochange	1	1
GNM425	node32	OG0000915	nochange	1	1
GNM425	node32	OG0000916	nochange	1	1
GNM425	node32	OG0000917	nochange	1	1
GNM425	node32	OG0000918	nochange	1	1
GNM425	node32	OG0000919	nochange	1	1
GNM425	node32	OG0000920	nochange	1	1
GNM425	node32	OG0000921	nochange	1	1
GNM425	node32	OG0000922	nochange	1	1
GNM425	node32	OG0000923	nochange	1	1
GNM425	node32	OG0000924	nochange	1	1
GNM425	node32	OG0000925	nochange	1	1
GNM425	node32	OG0000926	nochange	1	1
GNM425	node32	OG0000927	nochange	1	1
GNM425	node32	OG0000928	nochange	1	1
GNM425	node32	OG0000929	nochange	1	1
GNM425	node32	OG0000930	nochange	1	1
GNM425	node32	OG0000931	nochange	1	1
GNM425	node32	OG0000932	nochange	1	1
GNM425	node32	OG0000933	nochange	1	1
GNM425	node32	OG0000934	nochange	1	1
GNM425	node32	OG0000935	nochange	1	1
GNM425	node32	OG0000936	nochange	1	1
GNM425	node32	OG0000937	nochange	1	1
GNM425	node32	OG0000938	nochange	1	1
GNM425	node32	OG0000939	nochange	1	1
GNM425	node32	OG0000940	nochange	1	1
GNM425	node32	OG0000941	nochange	1	1
GNM425	node32	OG0000942	nochange	1	1
GNM425	node32	OG0000943	nochange	1	1
GNM425	node32	OG0000944	nochange	1	1
GNM425	node32	OG0000945	nochange	1	1
GNM425	node32	OG0000946	nochange	1	1
GNM425	node32	OG0000947	nochange	1	1
GNM425	node32	OG0000948	nochange	1	1
GNM425	node32	OG0000949	nochange	1	1
GNM425	node32	OG0000950	nochange	1	1
GNM425	node32	OG0000951	nochange	1	1
GNM425	node32	OG0000952	nochange	1	1
GNM425	node32	OG0000953	nochange	1	1
GNM425	node32	OG0000954	nochange	1	1
GNM425	node32	OG0000955	nochange	1	1
GNM425	node32	OG0000956	nochange	1	1
GNM425	node32	OG0000957	nochange	1	1
GNM425	node32	OG0000958	nochange	1	1
GNM425	node32	OG0000959	nochange	1	1
GNM425	node32	OG0000960	nochange	1	1
GNM425	node32	OG0000961	nochange	1	1
GNM425	node32	OG0000962	nochange	1	1
GNM425	node32	OG0000963	nochange	1	1
GNM425	node32	OG0000964	nochange	1	1
GNM425	node32	OG0000965	nochange	1	1
GNM425	node32	OG0000966	nochange	1	1
GNM425	node32	OG0000967	nochange	1	1
GNM425	node32	OG0000968	nochange	1	1
GNM425	node32	OG0000969	nochange	1	1
GNM425	node32	OG0000970	nochange	1	1
GNM425	node32	OG0000971	nochange	1	1
GNM425	node32	OG0000972	nochange	1	1
GNM425	node32	OG0000973	nochange	1	1
GNM425	node32	OG0000974	nochange	1	1
GNM425	node32	OG0000975	nochange	1	1
GNM425	node32	OG0000976	nochange	1	1
GNM425	node32	OG0000977	nochange	1	1
GNM425	node32	OG0000978	nochange	1	1
GNM425	node32	OG0000979	nochange	1	1
GNM425	node32	OG0000980	nochange	1	1
GNM425	node32	OG0000981	nochange	1	1
GNM425	node32	OG0000982	nochange	1	1
GNM425	node32	OG0000983	nochange	1	1
GNM425	node32	OG0000984	nochange	1	1
GNM425	node32	OG0000985	nochange	1	1
GNM425	node32	OG0000986	nochange	1	1
GNM425	node32	OG0000987	nochange	1	1
GNM425	node32	OG0000988	nochange	1	1
GNM425	node32	OG0000989	plus	2	1
GNM425	node32	OG0000990	nochange	1	1
GNM425	node32	OG0000991	nochange	1	1
GNM425	node32	OG0000992	nochange	1	1
GNM425	node32	OG0000993	nochange	1	1
GNM425	node32	OG0000994	nochange	1	1
GNM425	node32	OG0000995	nochange	1	1
GNM425	node32	OG0000996	nochange	1	1
GNM425	node32	OG0000997	nochange	1	1
GNM425	node32	OG0000998	nochange	1	1
GNM425	node32	OG0000999	nochange	1	1
GNM425	node32	OG0001000	nochange	1	1
GNM425	node32	OG0001001	nochange	1	1
GNM425	node32	OG0001002	nochange	1	1
GNM425	node32	OG0001003	nochange	1	1
GNM425	node32	OG0001004	nochange	1	1
GNM425	node32	OG0001005	nochange	1	1
GNM425	node32	OG0001006	nochange	1	1
GNM425	node32	OG0001007	nochange	1	1
GNM425	node32	OG0001008	nochange	1	1
GNM425	node32	OG0001009	nochange	1	1
GNM425	node32	OG0001010	nochange	1	1
GNM425	node32	OG0001011	nochange	1	1
GNM425	node32	OG0001012	nochange	1	1
GNM425	node32	OG0001013	nochange	1	1
GNM425	node32	OG0001014	nochange	1	1
GNM425	node32	OG0001015	nochange	1	1
GNM425	node32	OG0001016	nochange	1	1
GNM425	node32	OG0001017	nochange	1	1
GNM425	node32	OG0001018	nochange	1	1
GNM425	node32	OG0001019	nochange	1	1
GNM425	node32	OG0001020	nochange	1	1
GNM425	node32	OG0001021	nochange	1	1
GNM425	node32	OG0001022	nochange	1	1
GNM425	node32	OG0001023	nochange	1	1
GNM425	node32	OG0001024	nochange	1	1
GNM425	node32	OG0001025	nochange	1	1
GNM425	node32	OG0001026	nochange	1	1
GNM425	node32	OG0001027	nochange	1	1
GNM425	node32	OG0001028	nochange	1	1
GNM425	node32	OG0001029	nochange	1	1
GNM425	node32	OG0001030	nochange	1	1
GNM425	node32	OG0001031	nochange	1	1
GNM425	node32	OG0001032	nochange	1	1
GNM425	node32	OG0001033	nochange	1	1
GNM425	node32	OG0001034	nochange	1	1
GNM425	node32	OG0001035	nochange	1	1
GNM425	node32	OG0001036	nochange	1	1
GNM425	node32	OG0001037	nochange	1	1
GNM425	node32	OG0001038	nochange	1	1
GNM425	node32	OG0001039	nochange	1	1
GNM425	node32	OG0001040	nochange	1	1
GNM425	node32	OG0001041	nochange	1	1
GNM425	node32	OG0001042	nochange	1	1
GNM425	node32	OG0001043	nochange	1	1
GNM425	node32	OG0001044	nochange	1	1
GNM425	node32	OG0001045	nochange	1	1
GNM425	node32	OG0001046	nochange	1	1
GNM425	node32	OG0001047	nochange	1	1
GNM425	node32	OG0001048	nochange	1	1
GNM425	node32	OG0001049	nochange	1	1
GNM425	node32	OG0001050	nochange	1	1
GNM425	node32	OG0001051	plus	2	1
GNM425	node32	OG0001052	nochange	1	1
GNM425	node32	OG0001053	nochange	1	1
GNM425	node32	OG0001054	nochange	1	1
GNM425	node32	OG0001055	nochange	1	1
GNM425	node32	OG0001056	nochange	1	1
GNM425	node32	OG0001057	nochange	1	1
GNM425	node32	OG0001058	nochange	1	1
GNM425	node32	OG0001059	nochange	1	1
GNM425	node32	OG0001060	nochange	1	1
GNM425	node32	OG0001061	nochange	1	1
GNM425	node32	OG0001062	nochange	1	1
GNM425	node32	OG0001063	nochange	1	1
GNM425	node32	OG0001064	nochange	1	1
GNM425	node32	OG0001065	nochange	1	1
GNM425	node32	OG0001066	nochange	1	1
GNM425	node32	OG0001067	nochange	1	1
GNM425	node32	OG0001068	nochange	1	1
GNM425	node32	OG0001069	nochange	1	1
GNM425	node32	OG0001070	nochange	1	1
GNM425	node32	OG0001071	nochange	1	1
GNM425	node32	OG0001072	nochange	1	1
GNM425	node32	OG0001073	nochange	1	1
GNM425	node32	OG0001074	nochange	1	1
GNM425	node32	OG0001075	nochange	1	1
GNM425	node32	OG0001076	nochange	1	1
GNM425	node32	OG0001077	nochange	1	1
GNM425	node32	OG0001078	nochange	1	1
GNM425	node32	OG0001079	nochange	1	1
GNM425	node32	OG0001080	nochange	1	1
GNM425	node32	OG0001081	nochange	1	1
GNM425	node32	OG0001082	nochange	1	1
GNM425	node32	OG0001083	nochange	1	1
GNM425	node32	OG0001084	nochange	1	1
GNM425	node32	OG0001085	nochange	1	1
GNM425	node32	OG0001086	nochange	1	1
GNM425	node32	OG0001087	nochange	1	1
GNM425	node32	OG0001088	nochange	1	1
GNM425	node32	OG0001089	nochange	1	1
GNM425	node32	OG0001090	nochange	1	1
GNM425	node32	OG0001091	nochange	1	1
GNM425	node32	OG0001092	nochange	1	1
GNM425	node32	OG0001093	nochange	1	1
GNM425	node32	OG0001094	nochange	1	1
GNM425	node32	OG0001095	nochange	1	1
GNM425	node32	OG0001096	nochange	1	1
GNM425	node32	OG0001097	nochange	1	1
GNM425	node32	OG0001098	nochange	1	1
GNM425	node32	OG0001099	nochange	1	1
GNM425	node32	OG0001100	nochange	1	1
GNM425	node32	OG0001101	nochange	1	1
GNM425	node32	OG0001102	nochange	1	1
GNM425	node32	OG0001103	nochange	1	1
GNM425	node32	OG0001104	nochange	1	1
GNM425	node32	OG0001105	nochange	1	1
GNM425	node32	OG0001106	nochange	1	1
GNM425	node32	OG0001107	nochange	1	1
GNM425	node32	OG0001108	nochange	1	1
GNM425	node32	OG0001109	nochange	1	1
GNM425	node32	OG0001110	nochange	1	1
GNM425	node32	OG0001111	nochange	1	1
GNM425	node32	OG0001112	nochange	1	1
GNM425	node32	OG0001113	nochange	1	1
GNM425	node32	OG0001114	nochange	1	1
GNM425	node32	OG0001115	nochange	1	1
GNM425	node32	OG0001116	nochange	1	1
GNM425	node32	OG0001117	nochange	1	1
GNM425	node32	OG0001118	nochange	1	1
GNM425	node32	OG0001119	nochange	1	1
GNM425	node32	OG0001120	nochange	1	1
GNM425	node32	OG0001121	nochange	1	1
GNM425	node32	OG0001122	nochange	1	1
GNM425	node32	OG0001123	nochange	1	1
GNM425	node32	OG0001124	nochange	1	1
GNM425	node32	OG0001125	nochange	1	1
GNM425	node32	OG0001126	nochange	1	1
GNM425	node32	OG0001127	nochange	1	1
GNM425	node32	OG0001128	nochange	1	1
GNM425	node32	OG0001129	nochange	1	1
GNM425	node32	OG0001130	nochange	1	1
GNM425	node32	OG0001131	nochange	1	1
GNM425	node32	OG0001132	nochange	1	1
GNM425	node32	OG0001133	nochange	1	1
GNM425	node32	OG0001134	nochange	1	1
GNM425	node32	OG0001135	nochange	1	1
GNM425	node32	OG0001136	nochange	1	1
GNM425	node32	OG0001137	nochange	1	1
GNM425	node32	OG0001138	nochange	1	1
GNM425	node32	OG0001139	nochange	1	1
GNM425	node32	OG0001140	nochange	1	1
GNM425	node32	OG0001141	nochange	1	1
GNM425	node32	OG0001142	nochange	1	1
GNM425	node32	OG0001143	nochange	1	1
GNM425	node32	OG0001144	nochange	1	1
GNM425	node32	OG0001145	nochange	1	1
GNM425	node32	OG0001146	nochange	1	1
GNM425	node32	OG0001147	plus	2	1
GNM425	node32	OG0001148	del	0	1
GNM425	node32	OG0001150	nochange	1	1
GNM425	node32	OG0001151	nochange	2	2
GNM425	node32	OG0001152	minus	1	2
GNM425	node32	OG0001154	nochange	1	1
GNM425	node32	OG0001155	nochange	1	1
GNM425	node32	OG0001156	nochange	1	1
GNM425	node32	OG0001157	nochange	1	1
GNM425	node32	OG0001158	nochange	1	1
GNM425	node32	OG0001159	nochange	1	1
GNM425	node32	OG0001160	nochange	1	1
GNM425	node32	OG0001161	nochange	1	1
GNM425	node32	OG0001162	nochange	1	1
GNM425	node32	OG0001163	nochange	1	1
GNM425	node32	OG0001164	nochange	1	1
GNM425	node32	OG0001165	nochange	1	1
GNM425	node32	OG0001166	nochange	1	1
GNM425	node32	OG0001167	nochange	1	1
GNM425	node32	OG0001168	nochange	1	1
GNM425	node32	OG0001169	nochange	1	1
GNM425	node32	OG0001170	nochange	1	1
GNM425	node32	OG0001171	nochange	1	1
GNM425	node32	OG0001172	nochange	1	1
GNM425	node32	OG0001173	nochange	1	1
GNM425	node32	OG0001174	nochange	1	1
GNM425	node32	OG0001175	nochange	1	1
GNM425	node32	OG0001176	nochange	1	1
GNM425	node32	OG0001177	nochange	1	1
GNM425	node32	OG0001178	nochange	1	1
GNM425	node32	OG0001179	nochange	1	1
GNM425	node32	OG0001180	nochange	1	1
GNM425	node32	OG0001181	nochange	1	1
GNM425	node32	OG0001182	nochange	1	1
GNM425	node32	OG0001183	nochange	1	1
GNM425	node32	OG0001184	nochange	1	1
GNM425	node32	OG0001185	nochange	1	1
GNM425	node32	OG0001186	nochange	1	1
GNM425	node32	OG0001187	nochange	1	1
GNM425	node32	OG0001188	nochange	1	1
GNM425	node32	OG0001189	nochange	1	1
GNM425	node32	OG0001190	nochange	1	1
GNM425	node32	OG0001191	nochange	1	1
GNM425	node32	OG0001192	nochange	1	1
GNM425	node32	OG0001193	nochange	1	1
GNM425	node32	OG0001194	nochange	1	1
GNM425	node32	OG0001195	nochange	1	1
GNM425	node32	OG0001196	nochange	1	1
GNM425	node32	OG0001197	nochange	1	1
GNM425	node32	OG0001198	nochange	1	1
GNM425	node32	OG0001199	nochange	1	1
GNM425	node32	OG0001200	nochange	1	1
GNM425	node32	OG0001201	nochange	1	1
GNM425	node32	OG0001202	nochange	1	1
GNM425	node32	OG0001203	nochange	1	1
GNM425	node32	OG0001204	nochange	1	1
GNM425	node32	OG0001205	nochange	1	1
GNM425	node32	OG0001206	del	0	1
GNM425	node32	OG0001207	nochange	1	1
GNM425	node32	OG0001208	nochange	1	1
GNM425	node32	OG0001209	nochange	1	1
GNM425	node32	OG0001210	nochange	1	1
GNM425	node32	OG0001211	nochange	1	1
GNM425	node32	OG0001212	nochange	1	1
GNM425	node32	OG0001213	nochange	1	1
GNM425	node32	OG0001214	nochange	1	1
GNM425	node32	OG0001215	nochange	1	1
GNM425	node32	OG0001216	nochange	1	1
GNM425	node32	OG0001217	nochange	1	1
GNM425	node32	OG0001218	nochange	1	1
GNM425	node32	OG0001219	nochange	1	1
GNM425	node32	OG0001220	nochange	1	1
GNM425	node32	OG0001221	nochange	1	1
GNM425	node32	OG0001222	nochange	1	1
GNM425	node32	OG0001223	nochange	1	1
GNM425	node32	OG0001224	nochange	1	1
GNM425	node32	OG0001225	nochange	1	1
GNM425	node32	OG0001226	nochange	1	1
GNM425	node32	OG0001227	nochange	1	1
GNM425	node32	OG0001228	nochange	1	1
GNM425	node32	OG0001229	nochange	1	1
GNM425	node32	OG0001230	nochange	1	1
GNM425	node32	OG0001231	nochange	1	1
GNM425	node32	OG0001232	nochange	1	1
GNM425	node32	OG0001233	nochange	1	1
GNM425	node32	OG0001234	nochange	1	1
GNM425	node32	OG0001235	nochange	1	1
GNM425	node32	OG0001236	nochange	1	1
GNM425	node32	OG0001237	nochange	1	1
GNM425	node32	OG0001238	nochange	1	1
GNM425	node32	OG0001239	nochange	1	1
GNM425	node32	OG0001240	nochange	1	1
GNM425	node32	OG0001241	nochange	1	1
GNM425	node32	OG0001242	nochange	1	1
GNM425	node32	OG0001243	nochange	1	1
GNM425	node32	OG0001244	nochange	1	1
GNM425	node32	OG0001245	nochange	1	1
GNM425	node32	OG0001246	nochange	1	1
GNM425	node32	OG0001247	nochange	1	1
GNM425	node32	OG0001248	nochange	1	1
GNM425	node32	OG0001249	nochange	1	1
GNM425	node32	OG0001250	nochange	1	1
GNM425	node32	OG0001251	nochange	1	1
GNM425	node32	OG0001252	nochange	1	1
GNM425	node32	OG0001253	nochange	1	1
GNM425	node32	OG0001254	nochange	1	1
GNM425	node32	OG0001255	nochange	1	1
GNM425	node32	OG0001256	nochange	1	1
GNM425	node32	OG0001257	nochange	1	1
GNM425	node32	OG0001258	nochange	1	1
GNM425	node32	OG0001259	nochange	1	1
GNM425	node32	OG0001260	nochange	1	1
GNM425	node32	OG0001261	nochange	1	1
GNM425	node32	OG0001262	nochange	1	1
GNM425	node32	OG0001263	nochange	1	1
GNM425	node32	OG0001264	nochange	1	1
GNM425	node32	OG0001265	nochange	1	1
GNM425	node32	OG0001266	nochange	1	1
GNM425	node32	OG0001267	nochange	1	1
GNM425	node32	OG0001268	nochange	1	1
GNM425	node32	OG0001269	nochange	1	1
GNM425	node32	OG0001270	nochange	1	1
GNM425	node32	OG0001271	plus	2	1
GNM425	node32	OG0001272	nochange	1	1
GNM425	node32	OG0001273	nochange	1	1
GNM425	node32	OG0001274	nochange	1	1
GNM425	node32	OG0001275	nochange	1	1
GNM425	node32	OG0001277	nochange	1	1
GNM425	node32	OG0001279	nochange	1	1
GNM425	node32	OG0001280	nochange	1	1
GNM425	node32	OG0001281	minus	1	2
GNM425	node32	OG0001282	plus	2	1
GNM425	node32	OG0001283	nochange	1	1
GNM425	node32	OG0001284	nochange	1	1
GNM425	node32	OG0001285	nochange	1	1
GNM425	node32	OG0001286	nochange	1	1
GNM425	node32	OG0001287	nochange	1	1
