rank	type	sample	location	CHUG	LSUCC1028	LSUCC0246	LSUCC0387	HKCCA1288	FZCC0188	HKCCD6035	HKCCA1065	FZCC0069	RCA23	LE17	HTCC2083	HTCC2150	HTCC2255	SB2	HIMB11	SUM
-842	red sea	SRR5864981	N,P,Si mesocosm, 2 week	0.545	0.065	0.007	0.04	0.226	0.013	0.144	0.039	0.011	0.015	0.002	0.006	0.002	0.001	0.003	1.461	1.502
-843	red sea	SRR5865030	N,P,Si mesocosm, 2 week	0.141	0.017	0.002	0.011	0.057	0.003	0.037	0.011	0.003	0.007	0.004	0.002	0.001	0.001	0.005	4.489	4.511
-844	red sea	SRR5865038	N,P,Si mesocosm, 2 week	0.088	0.009	0.001	0.007	0.04	0.002	0.021	0.006	0.002	0.005	0.002	0.002	0.001	0.001	0.003	1.75	1.766
-845	red sea	SRR5864986	N,P,Si mesocosm, 2 week	0.039	0.004	0.001	0.004	0.016	0.001	0.009	0.004	0.001	0.006	0.004	0.001	0.002	0	0.005	4.994	5.013
-846	red sea	SRR5865015	N,P,Si mesocosm, 2 week	0.029	0.003	0	0.002	0.013	0.001	0.007	0.002	0	0.004	0.003	0.001	0.001	0.001	0.004	3.97	3.984
-847	red sea	SRR5865004	N,P,Si mesocosm, 2 week	0.017	0.001	0	0.001	0.007	0	0.003	0.004	0	0.004	0.007	0.001	0.001	0.001	0.007	7.675	7.696
-848	red sea	SRR5865001	N,P,Si mesocosm, 2 week	0.014	0.001	0	0.001	0.006	0	0.003	0.002	0	0.002	0.003	0	0	0	0.003	3.692	3.702
-849	red sea	SRR5865042	N,P,Si mesocosm, 2 week	0.004	0	0	0.001	0.002	0	0.001	0	0	0.001	0.001	0	0	0	0.001	1.225	1.23
-850	red sea	SRR5865012	N,P,Si mesocosm, 1 day	8.109	0.979	0.119	0.639	3.149	0.189	2.298	0.568	0.168	0.009	0.001	0.001	0.001	0.001	0.002	0.297	0.48
-851	red sea	SRR5865008	N,P,Si mesocosm, 1 day	4.575	0.536	0.047	0.331	1.897	0.095	1.281	0.298	0.09	0.002	0	0.001	0	0	0.001	0.04	0.134
-852	red sea	SRR5864982	N,P,Si mesocosm, 1 day	0.302	0.037	0.004	0.025	0.117	0.007	0.085	0.022	0.006	0.002	0	0.001	0	0	0.001	0.256	0.267
-853	red sea	SRR5864980	N,P,Si mesocosm, 1 day	0.278	0.035	0.004	0.02	0.109	0.007	0.075	0.022	0.006	0.008	0.001	0.001	0	0.001	0.001	0.825	0.843
-854	red sea	SRR5864992	N,P,Si mesocosm, 1 day	0.209	0.024	0.003	0.017	0.081	0.005	0.058	0.017	0.004	0.009	0.003	0.003	0.002	0.001	0.005	2.857	2.883
-855	red sea	SRR5865035	N,P,Si mesocosm, 1 day	0.088	0.011	0	0.012	0.037	0.002	0.018	0.007	0.002	0.005	0.003	0	0.001	0.001	0.005	3.777	3.793
-856	red sea	SRR5864976	N,P,Si mesocosm, 1 day	0.088	0.01	0.001	0.007	0.035	0.003	0.022	0.009	0.002	0.003	0.002	0.001	0	0.001	0.002	1.31	1.321
-857	red sea	SRR5865052	N,P,Si mesocosm, 1 day	0.045	0.002	0.001	0.024	0.009	0	0.005	0.003	0	0.004	0.003	0.001	0.001	0	0.005	3.814	3.828
-858	red sea	SRR5865043	N,P,Si mesocosm, 1 day	0.038	0.004	0.001	0.004	0.015	0.001	0.009	0.004	0.001	0.005	0.004	0.001	0.002	0.001	0.006	5.098	5.116
-859	red sea	SRR5865003	N,P,Si mesocosm, 1 day	0.035	0.003	0.001	0.006	0.013	0.001	0.007	0.004	0.001	0.004	0.005	0.001	0.001	0.001	0.006	5.388	5.408
-860	red sea	SRR5865013	N,P,Si mesocosm, 1 day	0.025	0.003	0	0.002	0.01	0.001	0.006	0.003	0	0.003	0.002	0.001	0	0	0.002	1.711	1.719
-861	red sea	SRR5865016	N,P,Si mesocosm, 1 day	0.018	0.002	0	0.002	0.007	0	0.004	0.002	0	0.002	0.001	0	0.001	0	0.002	1.897	1.905
-862	red sea	SRR5865036	N,P,Si mesocosm, 1 day	0.017	0.002	0	0.001	0.007	0.001	0.003	0.002	0	0.003	0.002	0.001	0.001	0	0.004	2.681	2.692
-863	red sea	SRR5865047	N,P,Si mesocosm, 1 day	0.012	0.001	0	0.001	0.005	0	0.003	0.001	0	0.003	0.001	0.001	0.001	0.001	0.002	1.813	1.823
-864	red sea	SRR5865021	N,P,Si mesocosm, 1 day	0.01	0.001	0	0.001	0.005	0	0.002	0.001	0	0.004	0.002	0.001	0.001	0.001	0.003	2.889	2.901
